Image Path;File Name;ISO;F Number;Focal Length;Exposure Time/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3814.JPG;DSC_3814.JPG;100;4.5;31;1/400
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3815.JPG;DSC_3815.JPG;100;4.5;31;1/200
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3816.JPG;DSC_3816.JPG;100;4.5;31;1/125
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3817.JPG;DSC_3817.JPG;100;4.5;31;1/100
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3819.JPG;DSC_3819.JPG;100;1.8;31;1/100
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3825.JPG;DSC_3825.JPG;100;1.8;35;1/100
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3826.JPG;DSC_3826.JPG;100;1.8;35;1/100
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3828.JPG;DSC_3828.JPG;100;1.8;35;1/100
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3843.JPG;DSC_3843.JPG;100;8.0;18;1/40
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3844.JPG;DSC_3844.JPG;100;1.8;35;1/800
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3864.JPG;DSC_3864.JPG;100;3.5;35;1/50
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3866.JPG;DSC_3866.JPG;100;3.5;35;1/50
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3872.JPG;DSC_3872.JPG;100;2.8;32;1/200
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3874.JPG;DSC_3874.JPG;100;2.0;28;1/200
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3875.JPG;DSC_3875.JPG;100;2.0;26;1/200
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3906.JPG;DSC_3906.JPG;100;2.0;35;1/1600
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3914.JPG;DSC_3914.JPG;100;2.0;35;1/1600
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3924.JPG;DSC_3924.JPG;100;1.8;35;1/1600
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3926.JPG;DSC_3926.JPG;100;1.8;35;1/640
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3928.JPG;DSC_3928.JPG;100;1.8;28;1/640
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3932.JPG;DSC_3932.JPG;100;1.8;35;1/1250
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3933.JPG;DSC_3933.JPG;100;1.8;35;1/1000
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3942.JPG;DSC_3942.JPG;100;1.8;18;1/640
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3943.JPG;DSC_3943.JPG;100;1.8;18;1/500
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3944.JPG;DSC_3944.JPG;100;1.8;18;1/500
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3946.JPG;DSC_3946.JPG;100;1.8;35;1/320
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3953.JPG;DSC_3953.JPG;100;1.8;35;1/100
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3967.JPG;DSC_3967.JPG;100;1.8;35;1/40
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3968.JPG;DSC_3968.JPG;100;1.8;35;1/40
/Users/langenha/personal/Media/Images/Fotos/DSLR/DSC_3989.JPG;DSC_3989.JPG;100;1.8;20;1/80
